Country_A,Country_B
Albania,Montenegro
Albania,Romania
Albania,Russia
Albania,Serbia
Albania,Spain
Albania,Switzerland
Albania,Syria
Albania,Turkey
Qatar,Afghanistan
Qatar,Australia
Qatar,Bahrain
Qatar,Bangladesh
Qatar,China
Qatar,Egypt
Qatar,France
Qatar,India
Qatar,Indonesia
Qatar,Iran
Qatar,Iraq
Qatar,Israel
Qatar,Japan
Qatar,Jordan
Qatar,Kuwait
Qatar,Libya
Qatar,Luxembourg
Qatar,Nepal
Qatar,Oman
Qatar,Pakistan
Qatar,Qatar
Qatar,Singapore
Qatar,Sudan
Qatar,Switzerland
Qatar,Syria
Qatar,Thailand
Qatar,Turkey
Qatar,Yemen
Moldova,Albania
Moldova,Austria
Moldova,Belarus
Moldova,Belgium
Moldova,Bulgaria
Moldova,Canada
Moldova,Cyprus
Moldova,Denmark
Moldova,Estonia
Moldova,France
Moldova,Germany
Moldova,Greece
Moldova,Hungary
Moldova,Israel
Moldova,Italy
Moldova,Japan
Moldova,Kazakhstan
Moldova,Latvia
Moldova,Liberia
Moldova,Lithuania
Moldova,Luxembourg
Moldova,Moldova
Moldova,Netherlands
Moldova,Poland
Moldova,Portugal
Moldova,Romania
Moldova,Russia
Moldova,Serbia
Moldova,Slovakia
Moldova,Spain
Moldova,Sudan
Moldova,Sweden
Moldova,Tajikistan
Moldova,Transnistria
Moldova,Ukraine
Gambia,Algeria
Gambia,Azerbaijan
Gambia,Canada
Gambia,China
Gambia,Cuba
Gambia,Gambia
Gambia,Ghana
Gambia,Gibraltar
Gambia,Guinea
Gambia,Guinea-Bissau
Gambia,Jamaica
Gambia,Latvia
Gambia,Liberia
Gambia,Libya
Gambia,Mali
Gambia,Niger
Gambia,Nigeria
Gambia,Philippines
Gambia,Senegal
Gambia,Sudan
Gambia,Taiwan
Gambia,Zambia
Botswana,Botswana
Botswana,Eswatini
Botswana,France
Botswana,India
Botswana,Kenya
Botswana,Lesotho
Botswana,Madagascar
Botswana,Mali
Botswana,Mauritius
Botswana,Mozambique
Botswana,Namibia
Botswana,Seychelles
Botswana,Tanzania
Botswana,Zambia
Botswana,Zimbabwe
Lesotho,Botswana
Lesotho,Eswatini
Lesotho,Lesotho
Lesotho,Libya
Lesotho,Mali
Lesotho,Namibia
Lesotho,Taiwan
Lesotho,Tanzania
Lesotho,Zimbabwe
Gabon,Angola
Gabon,Botswana
Gabon,Burundi
Gabon,Cameroon
Gabon,Chad
Gabon,France
Gabon,Gabon
Gabon,Guinea
Gabon,Mauritius
Gabon,Seychelles
Gabon,Togo
Slovenia,Afghanistan
Slovenia,Albania
Slovenia,Argentina
Slovenia,Austria
Slovenia,Belgium
Slovenia,Croatia
Slovenia,Denmark
Slovenia,Egypt
Slovenia,Finland
Slovenia,France
Slovenia,Germany
Slovenia,Hungary
Slovenia,Ireland
Slovenia,Italy
Slovenia,Kosovo
Slovenia,Malta
Slovenia,Montenegro
Slovenia,Netherlands
Slovenia,Russia
Slovenia,Serbia
Slovenia,Slovenia
Slovenia,Sweden
Slovenia,Ukraine
Latvia,Albania
Latvia,Argentina
Latvia,Belarus
Latvia,Canada
Latvia,Denmark
Latvia,Egypt
Latvia,Estonia
Latvia,Finland
Latvia,Germany
Latvia,Greece
Latvia,Iceland
Latvia,Israel
Latvia,Kazakhstan
Latvia,Kosovo
Latvia,Latvia
Latvia,Lithuania
Latvia,Mali
Latvia,Moldova
Latvia,Netherlands
Latvia,Norway
Latvia,Poland
Latvia,Russia
Latvia,Slovenia
Latvia,Spain
Latvia,Sweden
Latvia,Switzerland
Latvia,Ukraine
North Macedonia,Afghanistan
North Macedonia,Albania
North Macedonia,Austria
North Macedonia,Bulgaria
North Macedonia,Croatia
North Macedonia,Germany
North Macedonia,Greece
North Macedonia,Hungary
North Macedonia,Israel
North Macedonia,Italy
North Macedonia,Kosovo
North Macedonia,Lebanon
North Macedonia,Mali
North Macedonia,Montenegro
North Macedonia,Poland
North Macedonia,Portugal
North Macedonia,Romania
North Macedonia,Russia
North Macedonia,Serbia
North Macedonia,Slovenia
North Macedonia,Turkey
Guinea-Bissau,Belgium
Guinea-Bissau,Brazil
Guinea-Bissau,Cameroon
Guinea-Bissau,China
Guinea-Bissau,Cuba
Guinea-Bissau,France
Guinea-Bissau,Guinea
Guinea-Bissau,Guinea-Bissau
Guinea-Bissau,Liberia
Guinea-Bissau,Mali
Guinea-Bissau,Niger
Guinea-Bissau,Nigeria
Guinea-Bissau,Portugal
Guinea-Bissau,Romania
Guinea-Bissau,Senegal
Guinea-Bissau,Spain
Guinea-Bissau,Suriname
Guinea-Bissau,Taiwan
Guinea-Bissau,Tanzania
Guinea-Bissau,Uganda
Guinea-Bissau,Ukraine
Kosovo,Albania
Kosovo,Austria
Kosovo,Azerbaijan
Kosovo,Belarus
Kosovo,Belgium
Kosovo,Bulgaria
Kosovo,China
Kosovo,Croatia
Kosovo,Ethiopia
Kosovo,France
Kosovo,Germany
Kosovo,Greece
Kosovo,Hungary
Kosovo,Italy
Kosovo,Kosovo
Kosovo,Montenegro
Kosovo,Poland
Kosovo,Russia
Kosovo,Serbia
Kosovo,Switzerland
Kosovo,Turkey
Kosovo,Yemen
Bahrain,Australia
Bahrain,Bahrain
Bahrain,Egypt
Bahrain,France
Bahrain,India
Bahrain,Iran
Bahrain,Iraq
Bahrain,Israel
Bahrain,Kuwait
Bahrain,Lebanon
Bahrain,Maldives
Bahrain,Mauritania
Bahrain,Nepal
Bahrain,Oman
Bahrain,Pakistan
Bahrain,Qatar
Bahrain,Singapore
Bahrain,Sudan
Bahrain,Syria
Bahrain,Tunisia
Bahrain,Yemen
Equatorial Guinea,Angola
Equatorial Guinea,Brazil
Equatorial Guinea,Burundi
Equatorial Guinea,Cameroon
Equatorial Guinea,Chile
Equatorial Guinea,France
Equatorial Guinea,Gabon
Equatorial Guinea,Guinea
Equatorial Guinea,Guinea-Bissau
Equatorial Guinea,India
Equatorial Guinea,Liberia
Equatorial Guinea,Mozambique
Equatorial Guinea,Niger
Equatorial Guinea,Nigeria
Equatorial Guinea,Paraguay
Equatorial Guinea,Portugal
Equatorial Guinea,Spain
Equatorial Guinea,Zimbabwe
Trinidad and Tobago,Barbados
Trinidad and Tobago,Canada
Trinidad and Tobago,Dominica
Trinidad and Tobago,Ecuador
Trinidad and Tobago,France
Trinidad and Tobago,Grenada
Trinidad and Tobago,Haiti
Trinidad and Tobago,India
Trinidad and Tobago,Jamaica
Trinidad and Tobago,Latvia
Trinidad and Tobago,Mexico
Trinidad and Tobago,Netherlands
Trinidad and Tobago,Qatar
Trinidad and Tobago,Venezuela
Estonia,Armenia
Estonia,Azerbaijan
Estonia,Belarus
Estonia,Belgium
Estonia,Denmark
Estonia,Estonia
Estonia,Finland
Estonia,Germany
Estonia,Kosovo
Estonia,Latvia
Estonia,Lithuania
Estonia,Moldova
Estonia,Poland
Estonia,Romania
Estonia,Russia
Estonia,Sweden
Estonia,Switzerland
Estonia,Ukraine
East Timor,Australia
East Timor,China
East Timor,Germany
East Timor,India
East Timor,Indonesia
East Timor,Japan
East Timor,Malaysia
East Timor,Mozambique
East Timor,Philippines
East Timor,Portugal
East Timor,Singapore
East Timor,Yemen
Mauritius,Australia
Mauritius,Bahrain
Mauritius,Comoros
Mauritius,France
Mauritius,Guinea
Mauritius,Hungary
Mauritius,India
Mauritius,Israel
Mauritius,Japan
Mauritius,Madagascar
Mauritius,Maldives
Mauritius,Mauritius
Mauritius,Mozambique
Mauritius,Portugal
Mauritius,Seychelles
Mauritius,Zimbabwe
Eswatini,Botswana
Eswatini,China
Eswatini,Eswatini
Eswatini,Lesotho
Eswatini,Mozambique
Eswatini,Switzerland
Eswatini,Taiwan
Eswatini,Tanzania
Djibouti,Algeria
Djibouti,Belgium
Djibouti,Djibouti
Djibouti,Egypt
Djibouti,Eritrea
Djibouti,Ethiopia
Djibouti,France
Djibouti,India
Djibouti,Israel
Djibouti,Jordan
Djibouti,Madagascar
Djibouti,Oman
Djibouti,Russia
Djibouti,Singapore
Djibouti,Somalia
Djibouti,Somaliland
Djibouti,Sudan
Djibouti,Turkey
Djibouti,Uganda
Djibouti,Yemen
Cyprus,Afghanistan
Cyprus,Armenia
Cyprus,Australia
Cyprus,Bulgaria
Cyprus,Canada
Cyprus,China
Cyprus,Cyprus
Cyprus,Denmark
Cyprus,Egypt
Cyprus,Finland
Cyprus,France
Cyprus,Greece
Cyprus,India
Cyprus,Israel
Cyprus,Italy
Cyprus,Japan
Cyprus,Lebanon
Cyprus,Russia
Cyprus,Sweden
Cyprus,Syria
Cyprus,Turkey
Cyprus,Ukraine
Cyprus,Vietnam
Fiji,Australia
Fiji,Canada
Fiji,China
Fiji,Fiji
Fiji,France
Fiji,India
Fiji,Indonesia
Fiji,Kiribati
Fiji,Nauru
Fiji,Samoa
Fiji,Tonga
Fiji,Vanuatu
Bhutan,Australia
Bhutan,Bangladesh
Bhutan,Bhutan
Bhutan,China
Bhutan,India
Bhutan,Israel
Bhutan,Japan
Bhutan,Kuwait
Bhutan,Maldives
Bhutan,Nepal
Bhutan,Russia
Bhutan,Thailand
Comoros,Australia
Comoros,Benin
Comoros,Comoros
Comoros,France
Comoros,India
Comoros,Iran
Comoros,Israel
Comoros,Kenya
Comoros,Madagascar
Comoros,Mauritius
Comoros,Mozambique
Comoros,Oman
Comoros,Russia
Comoros,Tanzania
Comoros,Zimbabwe
Guyana,Barbados
Guyana,Brazil
Guyana,Canada
Guyana,France
Guyana,Ghana
Guyana,Guyana
Guyana,India
Guyana,Mali
Guyana,Niger
Guyana,Nigeria
Guyana,Senegal
Guyana,Singapore
Guyana,Suriname
Guyana,Uruguay
Guyana,Venezuela
Solomon Islands,Australia
Solomon Islands,China
Solomon Islands,Fiji
Solomon Islands,Germany
Solomon Islands,Indonesia
Solomon Islands,Japan
Solomon Islands,Kiribati
Solomon Islands,Mexico
Solomon Islands,Nauru
Solomon Islands,Philippines
Solomon Islands,Samoa
Solomon Islands,Taiwan
Solomon Islands,Tonga
Solomon Islands,Vanuatu
Luxembourg,Afghanistan
Luxembourg,Albania
Luxembourg,Australia
Luxembourg,Austria
Luxembourg,Belgium
Luxembourg,Brunei
Luxembourg,Canada
Luxembourg,Croatia
Luxembourg,France
Luxembourg,Germany
Luxembourg,Gibraltar
Luxembourg,Hungary
Luxembourg,Iceland
Luxembourg,Italy
Luxembourg,Japan
Luxembourg,Liechtenstein
Luxembourg,Luxembourg
Luxembourg,Monaco
Luxembourg,Montenegro
Luxembourg,Netherlands
Luxembourg,Portugal
Luxembourg,Russia
Luxembourg,Serbia
Luxembourg,Spain
Luxembourg,Switzerland
Montenegro,Albania
Montenegro,Austria
Montenegro,Croatia
Montenegro,Germany
Montenegro,Hungary
Montenegro,Italy
Montenegro,Kosovo
Montenegro,Montenegro
Montenegro,Russia
Montenegro,Serbia
Montenegro,Spain
Montenegro,Turkey
Suriname,Argentina
Suriname,Barbados
Suriname,Belgium
Suriname,Brazil
Suriname,Canada
Suriname,France
Suriname,Guyana
Suriname,Haiti
Suriname,Indonesia
Suriname,Netherlands
Suriname,Panama
Suriname,Suriname
Malta,Australia
Malta,Belgium
Malta,Canada
Malta,Croatia
Malta,Dominica
Malta,Egypt
Malta,France
Malta,Gibraltar
Malta,Greece
Malta,India
Malta,Israel
Malta,Italy
Malta,Libya
Malta,Luxembourg
Malta,Malta
Malta,Russia
Malta,Serbia
Malta,Singapore
Malta,Tunisia
Maldives,Australia
Maldives,Bangladesh
Maldives,China
Maldives,Comoros
Maldives,France
Maldives,India
Maldives,Iran
Maldives,Japan
Maldives,Malaysia
Maldives,Maldives
Maldives,Mali
Maldives,Mauritius
Maldives,Morocco
Maldives,Nepal
Maldives,Russia
Maldives,Seychelles
Maldives,Singapore
Maldives,Somalia
Maldives,Thailand
Maldives,Ukraine
Maldives,Yemen
Cape Verde,Angola
Cape Verde,Argentina
Cape Verde,Brazil
Cape Verde,Egypt
Cape Verde,France
Cape Verde,Guinea
Cape Verde,Guinea-Bissau
Cape Verde,Haiti
Cape Verde,Italy
Cape Verde,Libya
Cape Verde,Luxembourg
Cape Verde,Mauritania
Cape Verde,Nauru
Cape Verde,Niger
Cape Verde,Nigeria
Cape Verde,Portugal
Cape Verde,Senegal
Cape Verde,Spain
Brunei,Australia
Brunei,Brunei
Brunei,Cambodia
Brunei,China
Brunei,Egypt
Brunei,Fiji
Brunei,India
Brunei,Indonesia
Brunei,Japan
Brunei,Malaysia
Brunei,Mali
Brunei,Morocco
Brunei,Philippines
Brunei,Singapore
Brunei,Thailand
Brunei,Vietnam
Belize,Australia
Belize,Barbados
Belize,Belize
Belize,Canada
Belize,Cuba
Belize,Dominica
Belize,Guatemala
Belize,Guyana
Belize,Honduras
Belize,India
Belize,Israel
Belize,Jamaica
Belize,Lebanon
Belize,Mexico
Belize,Nicaragua
Belize,Panama
Belize,Syria
Bahamas,Bahamas
Bahamas,Barbados
Bahamas,Canada
Bahamas,Cuba
Bahamas,Dominica
Bahamas,Guyana
Bahamas,Haiti
Bahamas,Jamaica
Bahamas,Panama
Iceland,Denmark
Iceland,Estonia
Iceland,France
Iceland,Germany
Iceland,Iceland
Iceland,Kosovo
Iceland,Latvia
Iceland,Lithuania
Iceland,Netherlands
Iceland,Norway
Iceland,Portugal
Iceland,Russia
Iceland,Sweden
Iceland,Switzerland
Northern Cyprus,Azerbaijan
Northern Cyprus,Bangladesh
Northern Cyprus,Cyprus
Northern Cyprus,Greece
Northern Cyprus,Netherlands
Northern Cyprus,Pakistan
Northern Cyprus,Poland
Northern Cyprus,Syria
Northern Cyprus,Turkey
Transnistria,Abkhazia
Transnistria,Kazakhstan
Transnistria,Moldova
Transnistria,Russia
Transnistria,Transnistria
Transnistria,Ukraine
Vanuatu,Australia
Vanuatu,Austria
Vanuatu,China
Vanuatu,Cuba
Vanuatu,Fiji
Vanuatu,France
Vanuatu,Germany
Vanuatu,Guinea
Vanuatu,Indonesia
Vanuatu,Japan
Vanuatu,Philippines
Vanuatu,Samoa
Vanuatu,Spain
Vanuatu,Taiwan
Vanuatu,Tonga
Vanuatu,Vanuatu
Vanuatu,Vietnam
Barbados,Barbados
Barbados,Belize
Barbados,Canada
Barbados,Grenada
Barbados,Guyana
Barbados,India
Barbados,Ireland
Barbados,Jamaica
Barbados,Netherlands
Barbados,Nigeria
Barbados,Singapore
Abkhazia,Abkhazia
Abkhazia,Armenia
Abkhazia,Belarus
Abkhazia,Bulgaria
Abkhazia,Cyprus
Abkhazia,Egypt
Abkhazia,Estonia
Abkhazia,France
Abkhazia,Germany
Abkhazia,Israel
Abkhazia,Japan
Abkhazia,Kosovo
Abkhazia,Latvia
Abkhazia,Lithuania
Abkhazia,Monaco
Abkhazia,Nauru
Abkhazia,Nicaragua
Abkhazia,Poland
Abkhazia,Romania
Abkhazia,Russia
Abkhazia,Slovakia
Abkhazia,Syria
Abkhazia,Transnistria
Abkhazia,Turkey
Abkhazia,Vanuatu
Abkhazia,Venezuela
São Tomé and Príncipe,Angola
São Tomé and Príncipe,Belgium
São Tomé and Príncipe,Benin
São Tomé and Príncipe,Brazil
São Tomé and Príncipe,Cameroon
São Tomé and Príncipe,China
São Tomé and Príncipe,France
São Tomé and Príncipe,Gabon
São Tomé and Príncipe,Germany
São Tomé and Príncipe,Guinea
São Tomé and Príncipe,India
São Tomé and Príncipe,Italy
São Tomé and Príncipe,Japan
São Tomé and Príncipe,Mexico
São Tomé and Príncipe,Mozambique
São Tomé and Príncipe,Netherlands
São Tomé and Príncipe,Niger
São Tomé and Príncipe,Nigeria
São Tomé and Príncipe,Poland
São Tomé and Príncipe,Portugal
São Tomé and Príncipe,Seychelles
São Tomé and Príncipe,Singapore
São Tomé and Príncipe,Taiwan
São Tomé and Príncipe,Thailand
Samoa,Australia
Samoa,China
Samoa,Fiji
Samoa,Germany
Samoa,Palau
Samoa,Samoa
Samoa,Tonga
Saint Lucia,Barbados
Saint Lucia,Canada
Saint Lucia,France
Saint Lucia,Grenada
Saint Lucia,Guyana
Saint Lucia,Haiti
Saint Lucia,India
Saint Lucia,Ireland
Kiribati,Australia
Kiribati,China
Kiribati,Cuba
Kiribati,Fiji
Kiribati,India
Kiribati,Japan
Kiribati,Kiribati
Kiribati,Maldives
Kiribati,Micronesia
Kiribati,Nauru
Kiribati,Philippines
Kiribati,Samoa
Kiribati,Singapore
Kiribati,Taiwan
Kiribati,Tonga
Kiribati,Vanuatu
Grenada,Australia
Grenada,Barbados
Grenada,Canada
Grenada,Cuba
Grenada,Dominica
Grenada,Grenada
Grenada,India
Grenada,Jamaica
Grenada,Nicaragua
Grenada,Taiwan
Grenada,Venezuela
Saint Vincent and the Grenadines,Barbados
Saint Vincent and the Grenadines,Belize
Saint Vincent and the Grenadines,Canada
Saint Vincent and the Grenadines,Grenada
Saint Vincent and the Grenadines,Guyana
Saint Vincent and the Grenadines,Honduras
Saint Vincent and the Grenadines,India
Saint Vincent and the Grenadines,Indonesia
Saint Vincent and the Grenadines,Jamaica
Saint Vincent and the Grenadines,Taiwan
Saint Vincent and the Grenadines,Vanuatu
Saint Vincent and the Grenadines,Venezuela
Micronesia,Australia
Micronesia,Fiji
Micronesia,Indonesia
Micronesia,Japan
Micronesia,Kiribati
Micronesia,Nauru
Micronesia,Palau
Micronesia,Philippines
Micronesia,Samoa
Micronesia,Spain
Micronesia,Taiwan
Micronesia,Vanuatu
Antigua and Barbuda,Barbados
Antigua and Barbuda,Canada
Antigua and Barbuda,Colombia
Antigua and Barbuda,Dominica
Antigua and Barbuda,Guyana
Antigua and Barbuda,Haiti
Antigua and Barbuda,India
Antigua and Barbuda,Jamaica
Antigua and Barbuda,Malta
Antigua and Barbuda,Nigeria
Seychelles,Bahrain
Seychelles,Comoros
Seychelles,Egypt
Seychelles,France
Seychelles,India
Seychelles,Kenya
Seychelles,Kuwait
Seychelles,Madagascar
Seychelles,Maldives
Seychelles,Mauritius
Seychelles,Norway
Seychelles,Seychelles
Seychelles,Somalia
Tonga,Afghanistan
Tonga,Australia
Tonga,Canada
Tonga,China
Tonga,Eswatini
Tonga,Fiji
Tonga,France
Tonga,Iraq
Tonga,Italy
Tonga,Japan
Tonga,Lesotho
Tonga,Malaysia
Tonga,Nauru
Tonga,Peru
Tonga,Samoa
Tonga,Tonga
Tonga,Vanuatu
Andorra,Andorra
Andorra,France
Andorra,Moldova
Andorra,Monaco
Andorra,Portugal
Andorra,Spain
Andorra,Turkey
Andorra,Uruguay
Isle of Man,Canada
Isle of Man,Iceland
Isle of Man,Ireland
Isle of Man,Norway
Isle of Man,Russia
Dominica,Barbados
Dominica,Canada
Dominica,Cuba
Dominica,Dominica
Dominica,France
Dominica,Grenada
Dominica,Haiti
Dominica,India
Dominica,Jamaica
Dominica,Poland
Dominica,Venezuela
Faroe Islands,Austria
Faroe Islands,Azerbaijan
Faroe Islands,Denmark
Faroe Islands,Finland
Faroe Islands,Germany
Faroe Islands,Greece
Faroe Islands,Hungary
Faroe Islands,Iceland
Faroe Islands,Ireland
Faroe Islands,Norway
Faroe Islands,Philippines
Faroe Islands,Poland
Faroe Islands,Russia
Faroe Islands,Slovenia
Faroe Islands,Sweden
Faroe Islands,Thailand
Faroe Islands,Turkey
Saint Kitts and Nevis,Barbados
Saint Kitts and Nevis,Belize
Saint Kitts and Nevis,Canada
Saint Kitts and Nevis,France
Saint Kitts and Nevis,Grenada
Saint Kitts and Nevis,India
Saint Kitts and Nevis,Jamaica
Saint Kitts and Nevis,Mexico
Marshall Islands,Australia
Marshall Islands,China
Marshall Islands,Germany
Marshall Islands,Indonesia
Marshall Islands,Japan
Marshall Islands,Kiribati
Marshall Islands,Micronesia
Marshall Islands,Nauru
Marshall Islands,Palau
Marshall Islands,Panama
Marshall Islands,Philippines
Marshall Islands,Taiwan
Marshall Islands,Vanuatu
Liechtenstein,Andorra
Liechtenstein,Austria
Liechtenstein,Belgium
Liechtenstein,France
Liechtenstein,Germany
Liechtenstein,Hungary
Liechtenstein,Iceland
Liechtenstein,Latvia
Liechtenstein,Liechtenstein
Liechtenstein,Lithuania
Liechtenstein,Luxembourg
Liechtenstein,Moldova
Liechtenstein,Monaco
Liechtenstein,Poland
Liechtenstein,Portugal
Liechtenstein,Slovakia
Liechtenstein,Switzerland
Liechtenstein,Uzbekistan
Monaco,Andorra
Monaco,Belgium
Monaco,Finland
Monaco,France
Monaco,Germany
Monaco,Italy
Monaco,Liberia
Monaco,Liechtenstein
Monaco,Monaco
Monaco,Netherlands
Monaco,Portugal
Monaco,Russia
Monaco,Spain
Monaco,Switzerland
Gibraltar,Armenia
Gibraltar,Austria
Gibraltar,Egypt
Gibraltar,France
Gibraltar,Germany
Gibraltar,Gibraltar
Gibraltar,India
Gibraltar,Israel
Gibraltar,Jamaica
Gibraltar,Malta
Gibraltar,Morocco
Gibraltar,Portugal
Gibraltar,Slovakia
Gibraltar,Spain
San Marino,Austria
San Marino,Croatia
San Marino,France
San Marino,Gibraltar
San Marino,Hungary
San Marino,Italy
San Marino,Lesotho
San Marino,Liechtenstein
San Marino,Monaco
San Marino,Russia
San Marino,Spain
San Marino,Turkey
San Marino,Ukraine
Palau,China
Palau,France
Palau,Germany
Palau,India
Palau,Indonesia
Palau,Japan
Palau,Micronesia
Palau,Nauru
Palau,Palau
Palau,Philippines
Palau,Singapore
Palau,Spain
Palau,Taiwan
Cook Islands,Australia
Cook Islands,China
Cook Islands,France
Cook Islands,Samoa
Cook Islands,Switzerland
Nauru,Abkhazia
Nauru,Australia
Nauru,China
Nauru,Fiji
Nauru,Germany
Nauru,Indonesia
Nauru,Japan
Nauru,Kiribati
Nauru,Micronesia
Nauru,Monaco
Nauru,Nauru
Nauru,Nicaragua
Nauru,Palau
Nauru,Russia
Nauru,Taiwan
Nauru,Vanuatu
Nauru,Venezuela
Vatican City,Belarus
Vatican City,Egypt
Vatican City,France
Vatican City,Germany
Vatican City,Hungary
Vatican City,Italy
Vatican City,Monaco
Vatican City,Poland
Vatican City,Russia
Vatican City,Switzerland
Vatican City,Ukraine
